,n_locks,simulation,model,model_params,participant,trial,occurrence,symbol,action,time,DISCOUNT,HORIZON,BETA
132,6,1,Discount,"{'DISCOUNT': 0.93, 'HORIZON': 142.07, 'BETA': 12.1}",190,132,30,5,0,6.29,0.93,142.07,12.1
133,6,1,Discount,"{'DISCOUNT': 0.93, 'HORIZON': 142.07, 'BETA': 12.1}",190,133,31,5,0,5.48,0.93,142.07,12.1
134,6,1,Discount,"{'DISCOUNT': 0.93, 'HORIZON': 142.07, 'BETA': 12.1}",190,134,7,1,0,5.23,0.93,142.07,12.1
135,6,1,Discount,"{'DISCOUNT': 0.93, 'HORIZON': 142.07, 'BETA': 12.1}",190,135,32,5,0,4.76,0.93,142.07,12.1
136,6,1,Discount,"{'DISCOUNT': 0.93, 'HORIZON': 142.07, 'BETA': 12.1}",190,136,16,2,0,3.56,0.93,142.07,12.1
137,6,1,Discount,"{'DISCOUNT': 0.93, 'HORIZON': 142.07, 'BETA': 12.1}",190,137,22,4,0,5.44,0.93,142.07,12.1
138,6,1,Discount,"{'DISCOUNT': 0.93, 'HORIZON': 142.07, 'BETA': 12.1}",190,138,8,1,0,5.98,0.93,142.07,12.1
139,6,1,Discount,"{'DISCOUNT': 0.93, 'HORIZON': 142.07, 'BETA': 12.1}",190,139,23,4,0,4.73,0.93,142.07,12.1
140,6,1,Discount,"{'DISCOUNT': 0.93, 'HORIZON': 142.07, 'BETA': 12.1}",190,140,24,4,0,5.04,0.93,142.07,12.1
0,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,0,1,6,0,4.83,0.82,125.13,11.48
1,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,1,1,3,0,5.45,0.82,125.13,11.48
2,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,2,1,5,0,4.04,0.82,125.13,11.48
3,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,3,2,6,0,3.85,0.82,125.13,11.48
4,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,4,3,6,2,7.126666666666667,0.82,125.13,11.48
5,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,5,1,4,0,5.1,0.82,125.13,11.48
6,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,6,1,1,0,6.43,0.82,125.13,11.48
7,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,7,2,3,0,5.13,0.82,125.13,11.48
8,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,8,4,6,0,4.57,0.82,125.13,11.48
9,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,9,2,4,2,7.516666666666667,0.82,125.13,11.48
10,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,10,5,6,0,4.73,0.82,125.13,11.48
11,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,11,2,5,0,3.8,0.82,125.13,11.48
12,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,12,6,6,0,4.43,0.82,125.13,11.48
13,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,13,1,2,0,4.3100000000000005,0.82,125.13,11.48
14,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,14,7,6,0,6.6,0.82,125.13,11.48
15,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,15,8,6,0,3.9699999999999998,0.82,125.13,11.48
16,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,16,3,5,0,6.09,0.82,125.13,11.48
17,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,17,3,4,0,5.51,0.82,125.13,11.48
18,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,18,4,5,0,4.7,0.82,125.13,11.48
19,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,19,4,4,0,5.34,0.82,125.13,11.48
20,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,20,1,0,0,4.08,0.82,125.13,11.48
21,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,21,5,5,0,3.5300000000000002,0.82,125.13,11.48
22,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,22,3,3,0,4.51,0.82,125.13,11.48
23,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,23,9,6,2,6.956666666666667,0.82,125.13,11.48
24,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,24,4,3,2,7.656666666666667,0.82,125.13,11.48
25,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,25,5,4,0,4.87,0.82,125.13,11.48
26,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,26,2,2,2,7.856666666666667,0.82,125.13,11.48
27,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,27,2,0,0,5.61,0.82,125.13,11.48
28,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,28,2,1,0,5.05,0.82,125.13,11.48
29,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,29,6,4,0,4.62,0.82,125.13,11.48
30,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,30,10,6,0,5.17,0.82,125.13,11.48
31,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,31,7,4,0,5.59,0.82,125.13,11.48
32,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,32,11,6,0,5.36,0.82,125.13,11.48
33,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,33,3,2,0,4.6,0.82,125.13,11.48
34,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,34,6,5,0,6.61,0.82,125.13,11.48
35,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,35,4,2,0,3.9299999999999997,0.82,125.13,11.48
36,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,36,8,4,0,4.75,0.82,125.13,11.48
37,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,37,5,3,0,6.12,0.82,125.13,11.48
38,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,38,7,5,0,5.26,0.82,125.13,11.48
39,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,39,8,5,0,4.09,0.82,125.13,11.48
40,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,40,3,1,0,5.21,0.82,125.13,11.48
41,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,41,6,3,2,9.006666666666668,0.82,125.13,11.48
42,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,42,5,2,0,5.42,0.82,125.13,11.48
43,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,43,9,4,2,6.5166666666666675,0.82,125.13,11.48
44,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,44,12,6,2,7.696666666666667,0.82,125.13,11.48
45,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,45,9,5,0,5.9,0.82,125.13,11.48
46,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,46,10,5,0,5.79,0.82,125.13,11.48
47,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,47,13,6,2,6.326666666666667,0.82,125.13,11.48
48,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,48,10,4,0,5.37,0.82,125.13,11.48
49,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,49,11,5,0,4.49,0.82,125.13,11.48
50,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,50,11,4,0,5.13,0.82,125.13,11.48
51,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,51,14,6,0,4.49,0.82,125.13,11.48
52,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,52,12,4,0,5.24,0.82,125.13,11.48
53,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,53,6,2,0,5.13,0.82,125.13,11.48
54,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,54,12,5,0,5.6,0.82,125.13,11.48
55,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,55,13,5,0,5.74,0.82,125.13,11.48
56,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,56,15,6,2,9.356666666666667,0.82,125.13,11.48
57,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,57,4,1,0,6.87,0.82,125.13,11.48
58,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,58,14,5,0,4.12,0.82,125.13,11.48
59,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,59,16,6,0,5.8,0.82,125.13,11.48
60,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,60,7,3,2,6.886666666666667,0.82,125.13,11.48
61,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,61,8,3,0,4.75,0.82,125.13,11.48
62,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,62,7,2,0,5.4,0.82,125.13,11.48
63,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,63,17,6,0,6.66,0.82,125.13,11.48
64,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,64,15,5,0,6.58,0.82,125.13,11.48
65,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,65,8,2,0,4.78,0.82,125.13,11.48
66,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,66,9,3,0,5.53,0.82,125.13,11.48
67,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,67,16,5,2,8.656666666666666,0.82,125.13,11.48
68,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,68,10,3,0,2.18,0.82,125.13,11.48
69,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,69,18,6,0,4.41,0.82,125.13,11.48
70,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,70,19,6,0,4.58,0.82,125.13,11.48
71,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,71,9,2,0,1.9500000000000002,0.82,125.13,11.48
72,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,72,20,6,0,5.73,0.82,125.13,11.48
73,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,73,21,6,2,7.806666666666667,0.82,125.13,11.48
74,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,74,22,6,1,2.06,0.82,125.13,11.48
75,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,75,11,3,0,4.86,0.82,125.13,11.48
76,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,76,13,4,0,4.51,0.82,125.13,11.48
77,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,77,17,5,0,6.16,0.82,125.13,11.48
78,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,78,18,5,0,4.82,0.82,125.13,11.48
79,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,79,10,2,0,5.17,0.82,125.13,11.48
80,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,80,14,4,0,4.55,0.82,125.13,11.48
81,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,81,23,6,1,0.20999999999999996,0.82,125.13,11.48
82,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,82,19,5,0,4.28,0.82,125.13,11.48
83,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,83,15,4,2,7.746666666666667,0.82,125.13,11.48
84,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,84,24,6,1,0.69,0.82,125.13,11.48
85,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,85,12,3,0,4.33,0.82,125.13,11.48
86,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,86,3,0,0,6.02,0.82,125.13,11.48
87,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,87,11,2,0,3.91,0.82,125.13,11.48
88,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,88,25,6,1,0.76,0.82,125.13,11.48
89,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,89,13,3,0,5.16,0.82,125.13,11.48
90,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,90,20,5,0,5.7,0.82,125.13,11.48
91,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,91,21,5,0,5.32,0.82,125.13,11.48
92,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,92,5,1,0,4.37,0.82,125.13,11.48
93,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,93,14,3,0,5.67,0.82,125.13,11.48
94,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,94,22,5,0,4.98,0.82,125.13,11.48
95,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,95,26,6,1,0.21999999999999997,0.82,125.13,11.48
96,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,96,23,5,0,3.48,0.82,125.13,11.48
97,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,97,24,5,0,5.49,0.82,125.13,11.48
98,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,98,16,4,0,5.11,0.82,125.13,11.48
99,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,99,25,5,0,5.6,0.82,125.13,11.48
100,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,100,17,4,0,4.77,0.82,125.13,11.48
101,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,101,27,6,1,0.99,0.82,125.13,11.48
102,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,102,28,6,1,0.8,0.82,125.13,11.48
103,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,103,15,3,0,5.29,0.82,125.13,11.48
104,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,104,12,2,0,4.62,0.82,125.13,11.48
105,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,105,6,1,0,5.5,0.82,125.13,11.48
106,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,106,16,3,0,2.73,0.82,125.13,11.48
107,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,107,13,2,0,5.75,0.82,125.13,11.48
108,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,108,17,3,0,5.82,0.82,125.13,11.48
109,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,109,18,4,0,5.45,0.82,125.13,11.48
110,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,110,26,5,0,4.49,0.82,125.13,11.48
111,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,111,14,2,0,5.17,0.82,125.13,11.48
112,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,112,19,4,0,4.81,0.82,125.13,11.48
113,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,113,18,3,0,6.12,0.82,125.13,11.48
114,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,114,15,2,0,6.02,0.82,125.13,11.48
115,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,115,20,4,0,4.84,0.82,125.13,11.48
116,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,116,21,4,0,5.67,0.82,125.13,11.48
117,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,117,29,6,1,2.0,0.82,125.13,11.48
118,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,118,7,1,0,5.3,0.82,125.13,11.48
119,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,119,22,4,0,4.6,0.82,125.13,11.48
120,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,120,30,6,1,2.15,0.82,125.13,11.48
121,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,121,23,4,0,4.67,0.82,125.13,11.48
122,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,122,27,5,0,5.57,0.82,125.13,11.48
123,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,123,19,3,0,3.3899999999999997,0.82,125.13,11.48
124,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,124,31,6,1,2.75,0.82,125.13,11.48
125,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,125,28,5,0,6.8,0.82,125.13,11.48
126,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,126,29,5,0,4.64,0.82,125.13,11.48
127,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,127,32,6,1,0.6,0.82,125.13,11.48
128,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,128,30,5,0,4.67,0.82,125.13,11.48
129,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,129,20,3,0,5.08,0.82,125.13,11.48
130,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,130,8,1,0,4.3100000000000005,0.82,125.13,11.48
131,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,131,33,6,1,0.88,0.82,125.13,11.48
132,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,132,34,6,1,1.78,0.82,125.13,11.48
133,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,133,31,5,0,3.69,0.82,125.13,11.48
134,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,134,35,6,1,2.37,0.82,125.13,11.48
135,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,135,36,6,1,1.15,0.82,125.13,11.48
136,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,136,4,0,0,6.0600000000000005,0.82,125.13,11.48
137,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,137,24,4,0,3.77,0.82,125.13,11.48
138,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,138,37,6,1,1.1,0.82,125.13,11.48
139,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,139,16,2,0,3.63,0.82,125.13,11.48
140,6,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 125.13, 'BETA': 11.48}",191,140,32,5,0,3.29,0.82,125.13,11.48
0,6,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 139.7, 'BETA': 1.78}",192,0,1,6,2,8.566666666666666,0.92,139.7,1.78
1,6,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 139.7, 'BETA': 1.78}",192,1,1,5,2,6.956666666666667,0.92,139.7,1.78
2,6,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 139.7, 'BETA': 1.78}",192,2,1,3,2,7.546666666666667,0.92,139.7,1.78
3,6,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 139.7, 'BETA': 1.78}",192,3,1,2,2,5.736666666666667,0.92,139.7,1.78
4,6,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 139.7, 'BETA': 1.78}",192,4,2,3,0,4.3,0.92,139.7,1.78
5,6,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 139.7, 'BETA': 1.78}",192,5,2,5,0,3.24,0.92,139.7,1.78
6,6,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 139.7, 'BETA': 1.78}",192,6,3,5,0,5.95,0.92,139.7,1.78
7,6,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 139.7, 'BETA': 1.78}",192,7,1,4,0,4.1,0.92,139.7,1.78
8,6,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 139.7, 'BETA': 1.78}",192,8,2,6,0,3.96,0.92,139.7,1.78
9,6,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 139.7, 'BETA': 1.78}",192,9,1,0,2,8.166666666666668,0.92,139.7,1.78
10,6,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 139.7, 'BETA': 1.78}",192,10,4,5,0,4.51,0.92,139.7,1.78
11,6,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 139.7, 'BETA': 1.78}",192,11,3,6,2,7.786666666666667,0.92,139.7,1.78
12,6,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 139.7, 'BETA': 1.78}",192,12,4,6,0,4.86,0.92,139.7,1.78
13,6,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 139.7, 'BETA': 1.78}",192,13,5,6,2,6.186666666666667,0.92,139.7,1.78
14,6,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 139.7, 'BETA': 1.78}",192,14,2,4,2,8.106666666666667,0.92,139.7,1.78
15,6,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 139.7, 'BETA': 1.78}",192,15,3,4,2,7.056666666666667,0.92,139.7,1.78
16,6,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 139.7, 'BETA': 1.78}",192,16,1,1,0,4.47,0.92,139.7,1.78
17,6,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 139.7, 'BETA': 1.78}",192,17,3,3,0,6.23,0.92,139.7,1.78
18,6,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 139.7, 'BETA': 1.78}",192,18,4,4,2,9.266666666666667,0.92,139.7,1.78
19,6,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 139.7, 'BETA': 1.78}",192,19,2,2,0,6.3100000000000005,0.92,139.7,1.78
20,6,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 139.7, 'BETA': 1.78}",192,20,5,5,2,7.966666666666667,0.92,139.7,1.78
21,6,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 139.7, 'BETA': 1.78}",192,21,4,3,0,5.02,0.92,139.7,1.78
22,6,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 139.7, 'BETA': 1.78}",192,22,6,6,0,4.8,0.92,139.7,1.78
23,6,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 139.7, 'BETA': 1.78}",192,23,5,3,2,8.896666666666667,0.92,139.7,1.78
24,6,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 139.7, 'BETA': 1.78}",192,24,6,5,0,5.64,0.92,139.7,1.78
25,6,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 139.7, 'BETA': 1.78}",192,25,7,5,0,5.5,0.92,139.7,1.78
26,6,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 139.7, 'BETA': 1.78}",192,26,3,2,0,5.21,0.92,139.7,1.78
27,6,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 139.7, 'BETA': 1.78}",192,27,4,2,0,4.78,0.92,139.7,1.78
28,6,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 139.7, 'BETA': 1.78}",192,28,8,5,2,6.036666666666667,0.92,139.7,1.78
